TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,KENPOM_NETRTG,KENPOM_ORTG,KENPOM_DRTG,KENPOM_ADJT,LUCK,SOS_NETRTG,NCSOS_NETRTG,TRUE_QUALITY_SCORE,KENPOM_RANK,SEED_DIVERGENCE,QMS,COACH,COACH_PREMIUM,EFF_RATIO,SHOOT_EDGE,TURNOVER_EDGE,REBOUND_SHARE,OFF_VERSATILITY,WIN_RATE,SEED_X_DIVERGENCE,COACH_X_DIVERGENCE,TQS_X_SOS,CONF_TOURNEY_WINS,CONF_TOURNEY_CHAMP
College of Charleston,CAA,32,17,105.3,101.6,0.6015,50.3,51.2,20.9,19.1,35.7,25.0,30.4,37.6,50.0,51.3,33.9,34.1,73.7,-7.5,,,2022,,,,,,,,3.700000000000003,237.0,,0.0,,0.0,1.0364173228346456,-0.9000000000000057,-1.7999999999999972,0.5881383855024712,1030.56,0.53125,,,,0.0,0
Colorado,P12,33,21,105.4,96.4,0.7358,50.4,48.1,19.7,17.5,29.9,24.4,34.7,27.0,48.1,47.2,36.6,33.1,67.3,-0.3,,,2022,10.64,106.5,95.9,67.4,0.041,5.01,-7.62,10.6236,79.0,,0.0,Tad Boyle,0.0,1.0933609958506223,2.299999999999997,-2.1999999999999993,0.5506445672191529,1270.0200000000002,0.6363636363636364,,,53.224236,1.0,0
Colorado St.,MWC,30,25,111.9,98.1,0.819,54.8,50.1,15.2,18.5,21.9,25.0,29.6,25.6,55.7,51.0,35.6,32.7,65.6,4.3,R64,6.0,2022,14.45,112.9,98.4,65.4,0.121,5.02,-2.32,14.401599999999998,46.0,-6.0,30.0,Niko Medved,0.0,1.140672782874618,4.699999999999996,3.3000000000000007,0.4669509594882729,1053.76,0.8333333333333334,-11.675460894331879,-0.0,72.29603199999998,0.0,0
Columbia,Ivy,25,4,91.5,114.2,0.0725,48.5,54.8,21.5,16.4,27.5,28.8,26.1,25.1,46.4,53.4,34.9,37.8,69.6,-18.1,,,2022,,,,,,,,-22.700000000000003,237.0,,0.0,Jim Engles,0.0,0.8012259194395797,-6.299999999999997,-5.100000000000001,0.48845470692717585,910.89,0.16,,,,0.0,0
Connecticut,BE,33,23,113.2,95.9,0.8709,49.6,46.0,17.3,18.0,37.9,27.6,30.5,31.7,48.0,42.6,35.2,35.3,65.0,3.1,R64,5.0,2022,18.55,113.8,95.3,64.8,-0.038,7.39,-3.58,18.5652,22.0,-1.0,28.0,Dan Hurley,-0.5,1.1803962460896766,3.6000000000000014,0.6999999999999993,0.5786259541984733,1073.6000000000001,0.696969696969697,-1.791759469228055,0.5,137.196828,1.0,0
Coppin St.,MEAC,32,9,89.8,103.2,0.1681,46.0,49.3,19.4,21.2,20.1,32.0,34.6,28.1,47.6,46.7,29.7,35.2,72.9,-16.7,,,2022,,,,,,,,-13.400000000000006,237.0,,0.0,,0.0,0.8701550387596899,-3.299999999999997,1.8000000000000007,0.3857965451055662,1027.6200000000001,0.28125,,,,0.0,0
Cornell,Ivy,24,15,103.1,104.3,0.4658,53.5,51.1,19.6,18.1,26.1,28.1,32.2,31.3,55.6,53.0,34.1,32.3,72.0,-6.3,,,2022,-1.62,103.4,105.0,71.7,0.041,-2.86,-1.64,-1.6364,191.0,,0.0,Brian Earl,0.0,0.9884947267497602,2.3999999999999986,-1.5,0.481549815498155,1098.0200000000002,0.625,,,4.680104,0.0,0
Creighton,BE,35,23,104.8,92.1,0.8151,50.6,44.9,20.4,15.5,28.4,28.5,26.7,20.8,53.3,43.6,30.8,31.7,67.0,1.7,R32,9.0,2022,13.78,105.9,92.2,67.2,0.086,9.11,-0.67,13.7456,50.0,-4.0,12.0,Greg Mcdermott,-1.6,1.1378935939196526,5.700000000000003,-4.899999999999999,0.4991212653778559,822.36,0.6571428571428571,-9.210340371976184,6.4,125.222416,2.0,0
Dartmouth,Ivy,24,9,96.3,100.7,0.3768,48.2,50.8,17.4,19.0,23.6,26.6,24.5,28.4,46.6,50.5,33.4,34.2,64.7,-11.2,,,2022,-2.43,98.6,101.1,64.7,-0.122,-1.28,2.63,-2.3812,197.0,,0.0,David Mclaughlin,0.0,0.9563058589870903,-2.5999999999999943,1.6000000000000014,0.4701195219123506,818.3,0.375,,,3.0479360000000004,0.0,0
Davidson,A10,33,27,115.8,101.1,0.8258,55.6,49.5,14.8,16.7,23.6,22.4,32.5,28.0,54.2,48.9,38.5,33.6,64.6,2.1,R64,10.0,2022,14.85,116.8,101.9,64.7,-0.02,1.72,-1.98,14.858,40.0,0.0,35.0,Bob Mckillop,-1.4,1.1454005934718101,6.100000000000001,1.8999999999999986,0.5130434782608696,1251.25,0.8181818181818182,0.0,-0.0,25.55576,2.0,0
Dayton,A10,35,24,108.8,94.5,0.8341,53.9,46.9,19.1,17.1,30.3,23.6,30.5,23.7,53.8,45.8,36.1,32.4,63.1,-1.2,,,2022,14.46,109.1,94.6,63.1,-0.039,2.07,-1.86,14.4756,44.0,,0.0,Anthony Grant,0.0,1.1513227513227513,7.0,-2.0,0.5621521335807049,1101.05,0.6857142857142857,,,29.964491999999996,1.0,0
DePaul,BE,31,15,106.4,99.8,0.6759,48.8,48.8,17.4,16.8,31.7,28.5,33.4,26.0,49.4,47.8,31.7,33.7,68.8,-4.7,,,2022,6.74,106.9,100.2,68.8,-0.025,6.63,-7.91,6.75,103.0,,0.0,Tony Stubblefield,0.0,1.0661322645290583,0.0,-0.5999999999999979,0.526578073089701,1058.78,0.4838709677419355,,,44.7525,0.0,0
Delaware,CAA,34,22,106.5,103.2,0.5908,53.4,49.6,18.3,18.5,26.7,31.3,34.5,29.1,54.4,47.7,34.5,35.4,66.6,-5.5,R64,15.0,2022,2.64,107.0,104.3,66.7,0.038,-1.57,-3.75,2.6248,141.0,-1.0,6.0,Martin Ingelsby,0.0,1.0319767441860466,3.799999999999997,0.1999999999999993,0.4603448275862069,1190.25,0.6470588235294118,-2.772588722239781,-0.0,-4.120936,3.0,1
Delaware St.,MEAC,25,2,86.5,110.1,0.0587,45.0,51.1,25.6,19.3,27.0,34.7,32.4,34.2,43.4,48.6,32.2,36.1,68.1,-22.8,,,2022,,,,,,,,-23.59999999999999,237.0,,0.0,,0.0,0.7856494096276113,-6.100000000000001,-6.300000000000001,0.4376012965964343,1043.28,0.08,,,,0.0,0
Denver,Sum,30,11,99.1,110.7,0.2185,52.7,52.4,18.6,16.5,23.7,28.1,32.0,32.2,51.1,50.9,37.1,36.4,66.5,-16.2,,,2022,,,,,,,,-11.600000000000009,237.0,,0.0,Jeff Wulbrun,0.0,0.8952122854561878,0.30000000000000426,-2.1000000000000014,0.45752895752895756,1187.2,0.36666666666666664,,,,0.0,0
Detroit,Horz,29,14,105.7,110.4,0.3771,52.6,54.4,17.9,19.0,27.9,29.7,22.8,30.5,50.1,55.4,36.9,35.3,64.9,-9.6,,,2022,,,,,,,,-4.700000000000003,237.0,,0.0,Mike Davis,0.0,0.957427536231884,-1.7999999999999972,1.1000000000000014,0.484375,841.32,0.4827586206896552,,,,1.0,0
Drake,MVC,34,25,108.4,98.9,0.7424,51.4,49.3,15.9,19.4,30.2,25.9,27.3,33.5,52.3,49.1,33.1,33.1,66.0,-2.0,,,2022,9.48,108.8,99.3,66.2,-0.006,0.69,-4.51,9.4824,84.0,,0.0,Darian Devries,0.0,1.096056622851365,2.1000000000000014,3.4999999999999982,0.5383244206773619,903.6300000000001,0.7352941176470589,,,6.542856,2.0,0
Drexel,CAA,28,15,103.9,101.5,0.5668,52.0,50.4,16.4,16.2,25.6,26.1,25.4,26.1,52.0,50.6,34.7,33.4,66.2,-7.7,,,2022,1.52,104.5,102.9,66.4,-0.063,-1.07,0.97,1.5452,152.0,,0.0,Zach Spiker,0.0,1.0236453201970444,1.6000000000000014,-0.1999999999999993,0.4951644100580271,881.38,0.5357142857142857,,,-1.653364,0.0,0
Duke,ACC,39,32,122.7,96.0,0.944,55.6,47.1,15.0,15.7,31.7,28.9,28.6,19.1,56.0,46.6,36.6,32.0,67.4,7.2,F4,2.0,2022,25.15,121.1,95.9,67.3,-0.01,8.22,-4.58,25.154,8.0,0.0,64.0,Mike Krzyzewski,0.9,1.278125,8.5,0.6999999999999993,0.5231023102310232,1046.76,0.8205128205128205,0.0,0.0,206.76588,2.0,0
Duquesne,A10,30,6,97.8,107.9,0.245,45.4,54.0,16.9,19.0,29.2,31.5,21.9,21.9,45.2,51.3,30.5,39.8,65.9,-16.4,,,2022,,,,,,,,-10.100000000000009,237.0,,0.0,Keith Dambrot,0.0,0.9063948100092678,-8.600000000000001,2.1000000000000014,0.48105436573311366,667.9499999999999,0.2,,,,0.0,0
East Carolina,Amer,30,15,101.8,101.7,0.5027,47.1,50.5,18.7,18.5,27.6,28.5,33.5,31.0,45.3,48.8,33.3,35.3,67.8,-6.4,,,2022,-0.86,102.7,103.5,67.7,0.074,1.11,-8.14,-0.8896,178.0,,0.0,Joe Dooley,0.0,1.0009832841691249,-3.3999999999999986,-0.1999999999999993,0.4919786096256685,1115.55,0.5,,,-0.987456,0.0,0
East Tennessee St.,SC,30,15,107.6,107.1,0.5135,51.8,53.1,17.0,16.6,30.6,31.1,21.7,26.1,51.1,54.7,35.1,34.2,65.5,-9.4,,,2022,-1.25,107.7,108.9,65.3,0.021,1.07,4.22,-1.2584,184.0,,0.0,Desmond Oliver,0.0,1.0046685340802988,-1.3000000000000043,-0.3999999999999986,0.4959481361426256,761.67,0.5,,,-1.3464880000000001,0.0,0
Eastern Illinois,OVC,29,5,83.0,108.4,0.0442,44.2,53.4,24.1,18.2,20.6,32.6,31.2,24.2,42.3,55.8,31.8,33.5,64.9,-20.3,,,2022,,,,,,,,-25.40000000000001,237.0,,0.0,Marty Simmons,0.0,0.7656826568265682,-9.199999999999996,-5.900000000000002,0.38721804511278196,992.16,0.1724137931034483,,,,0.0,0
Eastern Kentucky,ASun,27,13,100.8,108.3,0.3055,48.4,54.6,15.6,22.3,28.7,31.8,21.7,28.1,46.0,56.6,33.9,34.4,71.0,-13.7,,,2022,,,,,,,,-7.5,237.0,,0.0,A W Hamilton,0.0,0.9307479224376731,-6.200000000000003,6.700000000000001,0.4743801652892562,735.63,0.48148148148148145,,,,0.0,0
Eastern Michigan,MAC,30,10,94.5,106.6,0.2017,48.2,51.6,19.2,16.9,23.3,28.4,29.8,29.3,49.3,50.6,30.7,35.6,69.5,-15.4,,,2022,,,,,,,,-12.099999999999994,237.0,,0.0,Stan Heath,0.0,0.8864915572232646,-3.3999999999999986,-2.3000000000000007,0.4506769825918762,914.86,0.3333333333333333,,,,0.0,0
Eastern Washington,BSky,32,18,102.9,108.3,0.3566,52.9,50.4,18.5,15.6,25.3,26.0,32.9,31.5,51.9,50.4,36.1,33.6,69.7,-9.8,,,2022,-3.86,104.1,107.9,69.7,-0.0,-5.21,3.05,-3.86,215.0,,0.0,David Riley,0.0,0.9501385041551247,2.5,-2.9000000000000004,0.49317738791423005,1187.69,0.5625,,,20.110599999999998,0.0,0
Elon,CAA,30,10,98.8,105.6,0.3188,49.0,50.6,19.9,16.6,25.4,28.8,25.9,43.8,48.6,49.9,33.0,34.5,66.0,-13.5,,,2022,,,,,,,,-6.799999999999997,237.0,,0.0,Mike Schrage,0.0,0.9356060606060607,-1.6000000000000014,-3.299999999999997,0.4686346863468634,854.6999999999999,0.3333333333333333,,,,0.0,0
Evansville,MVC,29,6,92.0,106.3,0.16,46.9,56.1,17.2,17.9,14.4,22.3,24.6,31.0,45.2,55.3,32.6,38.4,63.9,-16.4,,,2022,,,,,,,,-14.299999999999995,237.0,,0.0,Todd Lickliter,0.0,0.8654750705550329,-9.200000000000003,0.6999999999999993,0.39237057220708443,801.96,0.20689655172413793,,,,0.0,0
FIU,CUSA,30,15,96.8,105.9,0.2611,49.9,50.2,20.1,18.5,27.0,29.8,24.6,31.4,49.0,50.2,34.0,33.4,66.7,-12.0,,,2022,,,,,,,,-9.100000000000009,237.0,,0.0,Jeremy Ballard,0.0,0.9140698772426817,-0.30000000000000426,-1.6000000000000014,0.47535211267605637,836.4000000000001,0.5,,,,0.0,0
Fairfield,MAAC,32,15,99.4,103.1,0.3986,49.3,48.1,16.8,17.0,27.4,27.7,26.6,31.2,48.6,48.1,33.5,32.2,64.3,-12.7,,,2022,-2.85,100.6,103.5,64.3,-0.072,-3.75,-7.06,-2.8212,204.0,,0.0,Jay Young,0.0,0.9641125121241514,1.1999999999999957,0.1999999999999993,0.4972776769509982,891.1,0.46875,,,10.579500000000001,1.0,0
Fairleigh Dickinson,NEC,26,4,94.7,114.1,0.1049,46.4,53.8,19.3,18.1,27.7,34.1,27.8,34.1,45.2,54.5,32.4,35.1,69.6,-17.2,,,2022,,,,,,,,-19.39999999999999,237.0,,0.0,Greg Herenda,0.0,0.8299737072743208,-7.399999999999999,-1.1999999999999993,0.4482200647249191,900.72,0.15384615384615385,,,,0.0,0
Florida,SEC,34,20,109.8,97.0,0.8056,49.6,49.4,18.5,21.8,31.5,32.5,33.8,30.3,53.1,49.9,30.3,32.2,65.5,-0.9,,,2022,12.67,110.2,97.6,65.4,-0.018,7.6,-2.33,12.6772,59.0,,0.0,Michael White,0.0,1.131958762886598,0.20000000000000284,3.3000000000000007,0.4921875,1024.1399999999999,0.5882352941176471,,,96.34671999999999,0.0,0
Florida A&M,SWAC,28,13,94.9,107.4,0.1927,46.1,48.2,18.7,18.5,25.7,34.4,29.8,38.9,46.6,46.4,29.7,34.3,65.4,-12.2,,,2022,,,,,,,,-12.5,237.0,,0.0,Robert Mccullum,0.0,0.8836126629422719,-2.1000000000000014,-0.1999999999999993,0.4276206322795341,885.06,0.4642857142857143,,,,0.0,0
Florida Atlantic,CUSA,31,19,104.5,101.2,0.5909,53.3,50.8,19.6,19.5,31.1,26.0,28.8,32.1,53.6,48.4,35.3,36.9,67.1,-8.1,,,2022,3.49,105.4,101.9,67.5,-0.108,-3.06,-6.79,3.5332000000000003,129.0,,0.0,Dusty May,0.0,1.0326086956521738,2.5,-0.10000000000000142,0.5446584938704028,1016.64,0.6129032258064516,,,-10.811592000000001,0.0,0
Florida Gulf Coast,ASun,32,22,104.7,106.4,0.4562,53.3,50.5,18.9,15.8,29.9,27.4,29.1,24.0,53.8,50.5,35.1,33.7,70.1,-6.7,,,2022,-2.96,104.4,107.4,70.2,0.072,-6.07,-5.85,-2.9888,206.0,,0.0,Michael Fly,0.0,0.9840225563909775,2.799999999999997,-3.099999999999998,0.5218150087260035,1021.4100000000001,0.6875,,,18.142016,0.0,0
Florida St.,ACC,31,17,105.2,98.4,0.6833,49.0,52.2,18.1,21.0,31.7,31.1,30.3,30.4,48.7,50.0,33.1,36.9,67.8,-1.6,,,2022,6.2,105.3,99.1,67.8,0.075,7.96,0.04,6.17,105.0,,0.0,,0.0,1.0691056910569106,-3.200000000000003,2.8999999999999986,0.5047770700636943,1002.9300000000001,0.5483870967741935,,,49.1132,0.0,0
Fordham,A10,32,16,93.1,94.1,0.4704,45.7,47.9,18.9,19.6,27.2,26.3,29.7,30.4,46.7,48.5,29.7,31.2,67.8,-8.4,,,2022,-0.43,94.7,95.1,67.6,0.017,-0.61,-7.43,-0.4367999999999999,172.0,,0.0,Kyle Neptune,0.0,0.9893730074388948,-2.1999999999999957,0.7000000000000028,0.508411214953271,882.0899999999999,0.5,,,0.26644799999999996,1.0,0
Fort Wayne,Horz,31,21,99.1,102.4,0.4066,53.1,53.4,19.2,21.6,22.4,27.1,27.4,25.9,51.9,53.6,36.4,35.4,68.3,-7.4,,,2022,,,,,,,,-3.3000000000000114,237.0,,0.0,,0.0,0.9677734374999999,-0.29999999999999716,2.400000000000002,0.4525252525252525,997.3599999999999,0.6774193548387096,,,,0.0,0
Fresno St.,MWC,35,23,105.1,93.5,0.7928,51.1,47.7,17.7,19.4,27.3,22.9,31.2,27.2,51.3,47.2,33.7,32.3,61.5,-4.0,,,2022,11.14,105.5,94.4,61.8,-0.052,1.32,-4.07,11.1608,73.0,,0.0,Justin Hutson,0.0,1.1240641711229946,3.3999999999999986,1.6999999999999993,0.5438247011952191,1051.44,0.6571428571428571,,,14.732256000000001,0.0,0
Furman,SC,33,22,113.6,102.4,0.7686,55.6,51.5,15.7,19.1,27.4,28.1,23.3,24.6,55.0,52.5,37.5,33.3,65.0,-4.5,,,2022,11.02,113.9,102.9,64.8,-0.072,-0.23,1.26,11.0488,74.0,,0.0,Bob Richey,0.0,1.1093749999999998,4.100000000000001,3.400000000000002,0.49369369369369365,873.75,0.6666666666666666,,,-2.541224,2.0,0
Gardner Webb,BSth,28,18,97.1,95.7,0.5408,49.9,45.5,20.0,19.0,26.9,26.3,28.5,36.3,50.2,47.4,33.0,28.5,67.5,-7.7,,,2022,0.22,96.6,96.4,67.4,-0.029,-4.14,2.79,0.2316,166.0,,0.0,Tim Craft,0.0,1.0146290491118077,4.399999999999999,-1.0,0.5056390977443609,940.5,0.6428571428571429,,,-0.9588239999999999,1.0,0
George Mason,A10,30,14,104.7,100.2,0.6244,53.0,49.6,18.0,17.2,24.9,23.8,29.0,29.6,52.4,48.1,35.7,34.4,65.0,-8.1,,,2022,4.84,105.9,101.1,64.8,-0.108,1.81,-1.26,4.8831999999999995,113.0,,0.0,Kim English,0.0,1.0449101796407185,3.3999999999999986,-0.8000000000000007,0.5112936344969199,1035.3000000000002,0.4666666666666667,,,8.838592,0.0,0
George Washington,A10,30,12,98.9,103.1,0.3816,48.9,49.6,17.9,18.0,23.2,31.1,26.0,29.2,48.0,51.4,33.7,30.7,69.0,-10.9,,,2022,-4.46,99.3,103.8,68.9,0.043,0.45,-3.98,-4.4772,224.0,,0.0,,0.0,0.959262851600388,-0.7000000000000028,0.10000000000000142,0.427255985267035,876.2,0.4,,,-2.01474,0.0,0
Georgetown,BE,31,6,104.2,104.6,0.4895,46.2,53.6,18.8,18.0,32.3,29.9,29.0,27.6,43.3,52.4,34.2,36.9,70.1,-13.0,,,2022,-0.48,104.9,105.4,70.1,-0.11,8.39,-1.94,-0.436,173.0,,0.0,Patrick Ewing,0.0,0.9961759082217974,-7.399999999999999,-0.8000000000000007,0.5192926045016077,991.8000000000001,0.1935483870967742,,,-3.65804,0.0,0
Georgia,SEC,32,6,107.0,108.8,0.4513,50.2,54.6,20.7,15.7,25.8,30.1,39.0,24.1,51.3,56.1,32.1,34.9,68.8,-13.7,,,2022,-3.99,106.7,110.6,68.6,-0.024,8.0,-2.35,-3.9804,216.0,,0.0,Tom Crean,0.0,0.9834558823529412,-4.399999999999999,-5.0,0.4615384615384615,1251.9,0.1875,,,-31.8432,0.0,0
Georgia Southern,SB,26,13,95.9,102.4,0.3203,47.8,48.2,21.1,18.9,27.7,31.0,31.6,35.5,50.1,47.3,29.2,33.0,66.0,-11.1,,,2022,,,,,,,,-6.5,237.0,,0.0,,0.0,0.9365234375,-0.4000000000000057,-2.200000000000003,0.47189097103918226,922.72,0.5,,,,0.0,0
Georgia St.,SB,26,18,101.9,98.4,0.5983,44.7,50.0,16.6,22.1,32.5,31.0,30.4,33.2,42.5,46.2,32.4,37.5,67.3,-5.1,R64,16.0,2022,1.6,101.5,99.9,67.3,0.062,-0.97,2.05,1.5752000000000002,149.0,0.0,9.0,Rob Lanier,0.0,1.035569105691057,-5.299999999999997,5.5,0.5118110236220472,984.9599999999999,0.6923076923076923,0.0,0.0,-1.5279440000000002,0.0,0
Georgia Tech,ACC,31,12,100.5,97.8,0.5792,49.6,50.1,18.9,18.8,25.0,28.1,25.0,31.5,48.6,51.4,34.4,32.1,68.1,-8.3,,,2022,1.2,100.4,99.2,68.0,-0.021,6.42,-6.33,1.2084,155.0,,0.0,Josh Pastner,0.0,1.0276073619631902,-0.5,-0.09999999999999787,0.4708097928436911,860.0,0.3870967741935484,,,7.757928,0.0,0
Gonzaga,WCC,32,28,120.3,89.9,0.9662,58.7,43.1,15.7,16.3,29.1,23.4,30.6,22.7,60.4,41.8,37.0,30.5,72.6,6.7,S16,1.0,2022,30.95,120.7,89.7,72.5,-0.039,4.24,-2.88,30.9656,1.0,0.0,70.0,Mark Few,3.8,1.3381535038932146,15.600000000000001,0.6000000000000014,0.5542857142857143,1132.2,0.875,0.0,0.0,131.294144,2.0,1
Grambling St.,SWAC,30,12,92.1,106.4,0.1597,44.6,48.9,20.0,19.2,27.4,31.4,33.4,40.8,43.8,46.3,31.1,35.7,69.2,-13.6,,,2022,,,,,,,,-14.300000000000011,237.0,,0.0,Donte Jackson,0.0,0.8656015037593984,-4.299999999999997,-0.8000000000000007,0.46598639455782315,1038.74,0.4,,,,0.0,0
Grand Canyon,WAC,29,23,104.1,96.1,0.7144,49.9,43.5,19.2,18.6,34.8,28.4,31.0,33.0,48.3,45.1,34.8,26.9,65.6,-2.4,,,2022,8.11,104.7,96.5,65.5,0.009,-3.55,-7.0,8.106399999999999,93.0,,0.0,Bryce Drew,0.0,1.0832466181061395,6.399999999999999,-0.5999999999999979,0.550632911392405,1078.8,0.7931034482758621,,,-28.777719999999995,1.0,0
Green Bay,Horz,29,5,92.2,108.2,0.1381,46.5,53.0,19.9,18.1,26.6,28.7,32.0,31.7,48.9,53.6,28.0,34.7,64.5,-20.4,,,2022,,,,,,,,-16.0,237.0,,0.0,,0.0,0.8521256931608133,-6.5,-1.7999999999999972,0.48101265822784817,896.0,0.1724137931034483,,,,0.0,0
Hampton,BSth,26,9,91.3,105.2,0.1642,44.1,47.4,18.0,16.2,22.1,31.0,36.5,37.9,44.1,48.8,29.3,29.8,68.9,-15.3,,,2022,,,,,,,,-13.900000000000006,237.0,,0.0,Edward Joyner,0.0,0.86787072243346,-3.299999999999997,-1.8000000000000007,0.416195856873823,1069.45,0.34615384615384615,,,,0.0,0
Hartford,AE,32,12,100.8,110.6,0.2567,53.3,51.6,18.2,16.5,23.8,28.4,27.6,28.9,51.5,50.4,36.9,35.7,67.1,-16.0,,,2022,,,,,,,,-9.799999999999995,237.0,,0.0,John Gallagher,0.0,0.9113924050632911,1.6999999999999957,-1.6999999999999993,0.4559386973180076,1018.44,0.375,,,,1.0,0
Harvard,Ivy,23,13,97.0,100.7,0.3956,49.6,52.1,17.5,20.7,25.2,23.8,24.5,32.6,50.0,49.8,32.6,37.1,67.2,-9.5,,,2022,-4.68,97.8,102.4,67.2,-0.045,-4.11,-4.77,-4.662,226.0,,0.0,Tommy Amaker,0.0,0.9632571996027806,-2.5,3.1999999999999993,0.5142857142857142,798.7,0.5652173913043478,,,19.16082,0.0,0
Hawaii,BW,26,17,100.3,101.0,0.4787,50.4,46.9,19.7,15.9,29.0,25.1,32.5,31.7,49.5,47.2,34.6,30.9,65.1,-7.1,,,2022,0.06,101.6,101.5,65.2,-0.01,-4.44,-5.4,0.064,168.0,,0.0,Eran Ganot,0.0,0.9930693069306931,3.5,-3.799999999999999,0.5360443622920518,1124.5,0.6538461538461539,,,-0.28416,1.0,0
High Point,BSth,29,14,98.8,103.8,0.3618,48.9,49.5,19.5,17.7,27.4,30.2,33.9,35.3,49.4,52.1,32.0,30.1,66.4,-12.5,,,2022,,,,,,,,-5.0,237.0,,0.0,Tubby Smith,0.0,0.9518304431599229,-0.6000000000000014,-1.8000000000000007,0.4756944444444445,1084.8,0.4827586206896552,,,,1.0,0
Hofstra,CAA,30,21,109.1,103.8,0.6392,53.4,54.4,14.7,20.4,23.3,26.9,21.7,26.3,55.6,52.1,33.8,38.3,68.9,-3.4,,,2022,3.97,108.8,104.9,69.0,0.06,0.21,5.38,3.946,120.0,,0.0,Speedy Claxton,0.0,1.0510597302504816,-1.0,5.699999999999999,0.4641434262948207,733.4599999999999,0.7,,,0.82866,0.0,0
Holy Cross,Pat,29,9,90.8,111.2,0.0887,45.1,53.2,18.2,17.6,27.3,29.4,28.6,30.8,43.2,52.7,33.1,36.1,67.0,-18.7,,,2022,,,,,,,,-20.40000000000001,237.0,,0.0,Brett Nelson,0.0,0.816546762589928,-8.100000000000001,-0.5999999999999979,0.48148148148148145,946.6600000000001,0.3103448275862069,,,,0.0,0
Houston,Amer,38,32,116.5,88.5,0.9595,53.1,43.3,16.9,21.7,37.7,28.0,29.0,34.7,54.5,43.4,33.8,28.8,63.7,6.2,E8,5.0,2022,27.7,116.8,89.1,63.6,-0.012,5.89,0.18,27.7048,2.0,4.0,47.0,Kelvin Sampson,1.7,1.3163841807909604,9.800000000000004,4.800000000000001,0.573820395738204,980.1999999999999,0.8421052631578947,7.16703787691222,6.8,163.18127199999998,3.0,1
Houston Christian,Slnd,25,11,95.0,113.0,0.1199,48.8,55.3,20.6,19.1,29.3,27.2,37.8,37.8,50.5,53.7,30.5,38.8,68.3,-14.3,,,2022,,,,,,,,-18.0,237.0,,0.0,,0.0,0.8407079646017699,-6.5,-1.5,0.5185840707964602,1152.8999999999999,0.44,,,,0.0,0
Howard,MEAC,26,16,99.3,105.7,0.3259,50.4,49.4,20.7,23.5,28.0,34.5,36.2,33.9,47.8,48.6,36.2,34.0,70.4,-9.5,,,2022,-5.45,100.3,105.7,70.4,-0.058,-8.66,-2.37,-5.4268,232.0,,0.0,Kenneth Blakeney,0.0,0.9394512771996215,1.0,2.8000000000000007,0.448,1310.4400000000003,0.6153846153846154,,,46.996088,0.0,0
IUPUI,Horz,27,3,80.4,109.2,0.0285,42.4,52.8,26.1,20.5,30.1,33.0,24.9,37.5,41.6,52.4,29.2,35.5,62.6,-22.4,,,2022,,,,,,,,-28.799999999999997,237.0,,0.0,Matt Crenshaw,0.0,0.7362637362637363,-10.399999999999999,-5.600000000000001,0.47702060221870046,727.0799999999999,0.1111111111111111,,,,0.0,0
Idaho,BSky,29,9,97.5,114.1,0.1406,50.2,54.6,18.5,14.5,23.3,26.3,33.8,33.9,47.4,55.5,36.7,35.1,70.2,-17.7,,,2022,,,,,,,,-16.599999999999994,237.0,,0.0,Zac Claus,0.0,0.8545135845749343,-4.399999999999999,-4.0,0.46975806451612906,1240.46,0.3103448275862069,,,,0.0,0
Idaho St.,BSky,28,7,94.1,110.3,0.1387,47.4,53.2,21.1,16.7,27.6,27.5,33.0,35.2,49.6,54.5,29.6,34.1,63.9,-18.9,,,2022,,,,,,,,-16.200000000000003,237.0,,0.0,Ryan Looney,0.0,0.8531278331822303,-5.800000000000004,-4.400000000000002,0.500907441016334,976.8000000000001,0.25,,,,0.0,0
Illinois,B10,33,23,111.9,93.0,0.8943,52.5,46.0,18.1,15.5,33.1,26.6,32.0,28.2,51.4,45.2,35.9,31.9,67.1,4.2,R32,4.0,2022,18.75,112.0,93.3,67.2,0.033,10.44,1.39,18.7368,20.0,-1.0,31.0,Brad Underwood,-2.2,1.203225806451613,6.5,-2.6000000000000014,0.5544388609715243,1148.8,0.696969696969697,-1.6094379124341003,2.2,195.61219199999996,0.0,0
Illinois Chicago,Horz,29,14,99.7,109.1,0.263,51.1,51.6,17.2,16.8,25.0,27.2,22.9,34.2,53.3,50.0,32.4,37.4,68.9,-11.7,,,2022,,,,,,,,-9.399999999999991,237.0,,0.0,Luke Yaklich,0.0,0.9138405132905592,-0.5,-0.3999999999999986,0.4789272030651341,741.9599999999999,0.4827586206896552,,,,0.0,0
Illinois St.,MVC,31,13,103.6,106.1,0.4307,51.8,51.0,19.5,17.2,28.5,29.8,31.3,31.9,49.7,50.5,36.9,34.5,68.0,-12.4,,,2022,-1.5,105.0,106.5,68.0,-0.103,0.42,-5.48,-1.4588,189.0,,0.0,,0.0,0.9764373232799246,0.7999999999999972,-2.3000000000000007,0.4888507718696398,1154.97,0.41935483870967744,,,-0.612696,0.0,0
