TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,KENPOM_NETRTG,KENPOM_ORTG,KENPOM_DRTG,KENPOM_ADJT,LUCK,SOS_NETRTG,NCSOS_NETRTG,TRUE_QUALITY_SCORE,KENPOM_RANK,SEED_DIVERGENCE,QMS,COACH,COACH_PREMIUM,EFF_RATIO,SHOOT_EDGE,TURNOVER_EDGE,REBOUND_SHARE,OFF_VERSATILITY,WIN_RATE,SEED_X_DIVERGENCE,COACH_X_DIVERGENCE,TQS_X_SOS,CONF_TOURNEY_WINS,CONF_TOURNEY_CHAMP
Colorado,P12,35,23,106.9,96.0,0.774,48.3,49.4,19.7,17.8,34.0,26.1,48.3,30.2,48.6,47.3,31.8,35.6,66.9,2.4,R64,8.0,2014,11.2,107.7,96.5,64.8,0.12,8.74,1.71,11.152,67.0,-8.0,0.0,Tad Boyle,-0.6,1.1135416666666667,-1.1000000000000014,-1.8999999999999986,0.5657237936772046,1535.94,0.6571428571428571,-17.577796618689757,4.8,97.46848,2.0,0
Colorado St.,MWC,30,14,110.0,107.5,0.5663,46.2,51.5,14.1,16.8,34.7,27.7,47.6,37.4,45.7,48.4,31.6,38.2,66.7,-7.7,,,2014,,,,,,,,2.5,106.0,,0.0,Larry Eustachy,0.0,1.0232558139534884,-5.299999999999997,2.700000000000001,0.5560897435897436,1504.16,0.4666666666666667,,,,0.0,0
Columbia,Ivy,33,20,106.9,103.3,0.5989,52.5,47.5,19.2,16.8,26.5,25.3,44.0,41.2,48.5,45.7,38.6,35.0,61.7,-5.5,,,2014,,,,,,,,3.6000000000000085,106.0,,0.0,Kyle Smith,0.0,1.0348499515972895,5.0,-2.3999999999999986,0.5115830115830116,1698.4,0.6060606060606061,,,,0.0,0
Connecticut,Amer,40,32,112.5,91.3,0.9171,51.5,44.6,17.3,19.6,30.4,32.8,38.3,35.7,48.1,42.2,38.7,33.0,64.8,4.7,Champions,7.0,2014,22.13,113.6,91.5,63.2,0.08,9.43,0.91,22.098,15.0,3.0,0.0,Kevin Ollie,0.0,1.2322015334063527,6.899999999999999,2.3000000000000007,0.4810126582278481,1482.21,0.8,6.238324625039507,0.0,208.38413999999997,2.0,0
Coppin St.,MEAC,31,11,99.5,112.7,0.1924,45.3,53.1,17.2,19.3,30.2,36.8,40.2,35.8,43.1,53.1,32.4,35.4,68.1,-13.8,,,2014,,,,,,,,-13.200000000000005,106.0,,0.0,,0.0,0.8828748890860691,-7.800000000000004,2.1000000000000014,0.4507462686567164,1302.48,0.3548387096774194,,,,0.0,0
Cornell,Ivy,27,1,101.2,119.4,0.1297,46.7,56.8,18.2,15.5,28.1,32.7,28.2,47.0,46.5,54.4,31.4,41.0,66.1,-18.5,,,2014,,,,,,,,-18.200000000000003,106.0,,0.0,Bill Courtney,0.0,0.847571189279732,-10.099999999999994,-2.6999999999999993,0.4621710526315789,885.4799999999999,0.037037037037037035,,,,0.0,0
Creighton,BE,35,27,125.2,101.9,0.9144,58.9,48.5,15.0,14.8,27.7,27.8,33.9,33.0,56.3,47.0,41.4,34.2,65.4,5.6,R32,3.0,2014,21.72,124.2,102.5,63.6,0.024,7.5,1.31,21.7104,17.0,-2.0,0.0,Greg Mcdermott,0.1,1.2286555446516192,10.399999999999999,-0.1999999999999993,0.4990990990990991,1403.4599999999998,0.7714285714285715,-2.772588722239781,-0.2,162.828,2.0,0
Dartmouth,Ivy,26,10,102.0,109.9,0.2987,49.2,51.8,18.8,19.6,31.6,27.2,36.3,49.9,45.7,49.6,38.1,37.4,64.2,-10.4,,,2014,,,,,,,,-7.900000000000006,106.0,,0.0,Paul Cormier,0.0,0.9281164695177434,-2.5999999999999943,0.8000000000000007,0.5374149659863946,1383.03,0.38461538461538464,,,,0.0,0
Davidson,SC,32,19,113.1,107.2,0.6488,54.7,51.7,16.6,17.7,29.1,28.6,38.4,45.5,53.5,51.0,37.8,36.0,67.9,-5.3,,,2014,,,,,,,,5.8999999999999915,106.0,,0.0,Bob Mckillop,0.0,1.0550373134328357,3.0,1.0999999999999979,0.5043327556325823,1451.5199999999998,0.59375,,,,1.0,0
Dayton,A10,37,26,113.0,99.1,0.8188,52.4,48.8,18.1,18.8,33.9,28.8,40.6,43.0,50.4,48.3,37.7,33.2,65.4,0.6,E8,11.0,2014,14.25,113.8,99.6,63.8,0.038,6.25,-0.57,14.2348,42.0,0.0,0.0,Archie Miller,0.0,1.1402623612512615,3.6000000000000014,0.6999999999999993,0.5406698564593301,1530.6200000000001,0.7027027027027027,0.0,0.0,88.9675,1.0,0
DePaul,BE,33,12,105.3,106.5,0.4664,47.6,53.9,19.7,19.1,33.8,32.0,42.0,46.7,46.3,52.9,33.6,37.4,67.6,-7.6,,,2014,,,,,,,,-1.2000000000000028,106.0,,0.0,Oliver Purnell,0.0,0.9887323943661972,-6.299999999999997,-0.5999999999999979,0.5136778115501519,1411.2,0.36363636363636365,,,,1.0,0
Delaware,CAA,35,25,110.7,106.0,0.6237,50.4,49.4,13.4,16.8,29.1,32.8,43.9,38.0,49.5,49.6,34.7,32.7,72.3,-1.4,R64,13.0,2014,,,,,,,,4.700000000000003,106.0,-3.0,0.0,Monte Ross,0.0,1.0443396226415094,1.0,3.4000000000000004,0.47011308562197096,1523.3300000000002,0.7142857142857143,-7.917171988845775,-0.0,,3.0,1
Delaware St.,MEAC,28,7,97.3,112.9,0.1523,46.3,49.5,19.5,18.1,29.0,35.7,38.7,41.1,45.8,51.5,31.6,30.7,59.9,-15.7,,,2014,,,,,,,,-15.600000000000009,106.0,,0.0,,0.0,0.8618246235606731,-3.200000000000003,-1.3999999999999986,0.4482225656877898,1222.92,0.25,,,,0.0,0
Denver,Sum,30,15,110.2,108.9,0.5358,54.3,52.6,16.6,21.0,24.8,33.4,34.7,49.2,51.8,53.4,38.4,33.8,59.4,-7.6,,,2014,,,,,,,,1.2999999999999972,106.0,,0.0,Joe Scott,0.0,1.0119375573921028,1.6999999999999957,4.399999999999999,0.4261168384879725,1332.48,0.5,,,,1.0,0
Detroit,Horz,30,11,100.7,103.5,0.4216,45.8,50.1,18.5,19.5,32.6,30.5,38.5,50.3,45.7,47.9,30.8,36.1,68.0,-11.8,,,2014,,,,,,,,-2.799999999999997,106.0,,0.0,Ray Mccallum,0.0,0.9729468599033817,-4.300000000000004,1.0,0.5166402535657686,1185.8,0.36666666666666664,,,,0.0,0
Drake,MVC,30,14,104.2,105.8,0.4556,52.1,51.2,18.8,16.9,26.8,27.1,38.2,38.6,47.4,50.9,39.7,34.5,64.7,-8.3,,,2014,,,,,,,,-1.5999999999999943,106.0,,0.0,Ray Giacoletti,0.0,0.9848771266540643,0.8999999999999986,-1.9000000000000021,0.49721706864564,1516.5400000000002,0.4666666666666667,,,,0.0,0
Drexel,CAA,30,16,103.9,101.5,0.5666,46.6,47.2,12.9,17.1,28.9,29.7,39.2,46.6,46.4,47.6,31.4,30.8,64.1,-6.4,,,2014,,,,,,,,2.4000000000000057,106.0,,0.0,Bruiser Flint,0.0,1.0236453201970444,-0.6000000000000014,4.200000000000001,0.4931740614334471,1230.88,0.5333333333333333,,,,0.0,0
Duke,ACC,35,26,125.9,98.6,0.9432,53.8,49.3,14.6,18.5,35.2,31.3,38.8,40.8,50.3,50.3,39.5,30.7,66.7,6.5,R64,3.0,2014,24.25,124.7,100.4,64.6,-0.035,8.76,2.4,24.264,8.0,1.0,0.0,Mike Krzyzewski,0.6,1.2768762677484788,4.5,3.9000000000000004,0.5293233082706768,1532.6,0.7428571428571429,1.3862943611198906,0.6,212.55264,2.0,0
Duquesne,A10,30,13,109.9,108.1,0.5468,50.6,53.3,16.2,17.6,29.9,28.9,42.2,33.6,48.5,49.6,36.3,39.3,68.5,-8.0,,,2014,,,,,,,,1.8000000000000114,106.0,,0.0,Jim Ferry,0.0,1.0166512488436634,-2.6999999999999957,1.4000000000000021,0.5085034013605442,1531.86,0.43333333333333335,,,,0.0,0
East Carolina,CUSA,30,13,106.4,110.3,0.398,51.3,51.9,18.3,18.1,29.3,35.4,41.6,31.9,48.3,54.1,36.7,31.9,65.5,-9.9,,,2014,,,,,,,,-3.899999999999991,106.0,,0.0,Jeff Lebo,0.0,0.9646418857660926,-0.6000000000000014,-0.1999999999999993,0.4528593508500773,1526.7200000000003,0.43333333333333335,,,,1.0,0
East Tennessee St.,ASun,34,18,102.8,109.8,0.3181,49.3,50.7,16.3,19.6,27.4,32.2,42.8,42.0,46.4,51.4,36.1,33.0,70.2,-10.7,,,2014,,,,,,,,-7.0,106.0,,0.0,Murry Bartow,0.0,0.936247723132969,-1.4000000000000057,3.3000000000000007,0.459731543624161,1545.08,0.5294117647058824,,,,0.0,0
Eastern Illinois,OVC,27,9,99.0,111.1,0.2087,48.7,53.6,20.1,17.8,30.6,30.7,41.8,45.7,48.7,50.3,32.5,40.3,65.6,-13.7,,,2014,,,,,,,,-12.099999999999994,106.0,,0.0,Jay Spoonhour,0.0,0.8910891089108911,-4.899999999999999,-2.3000000000000007,0.49918433931484507,1358.5,0.3333333333333333,,,,0.0,0
Eastern Kentucky,OVC,32,22,112.1,107.5,0.6177,56.7,55.7,15.8,24.2,23.0,34.0,43.2,54.9,55.7,56.7,38.6,35.8,66.0,-3.3,R64,15.0,2014,,,,,,,,4.599999999999994,106.0,-1.0,0.0,Jeff Neubauer,0.0,1.0427906976744186,1.0,8.399999999999999,0.40350877192982454,1667.5200000000002,0.6875,-2.772588722239781,-0.0,,0.0,0
Eastern Michigan,MAC,34,19,97.9,94.4,0.6022,44.2,43.8,17.9,22.6,30.4,37.1,43.0,40.2,43.8,41.2,30.0,32.0,64.8,-6.1,,,2014,,,,,,,,3.5,106.0,,0.0,Rob Murphy,0.0,1.0370762711864407,0.4000000000000057,4.700000000000003,0.45037037037037037,1290.0,0.5588235294117647,,,,0.0,0
Eastern Washington,BSky,29,13,105.9,110.4,0.3826,51.9,50.4,17.5,14.8,29.9,30.2,40.4,41.9,49.5,49.4,37.2,35.0,71.0,-10.7,,,2014,,,,,,,,-4.5,106.0,,0.0,Jim Hayford,0.0,0.9592391304347826,1.5,-2.6999999999999993,0.49750415973377704,1502.88,0.4482758620689655,,,,0.0,0
Elon,SC,29,16,104.1,106.4,0.4369,52.3,49.0,17.6,16.8,26.9,31.8,35.8,40.6,50.9,48.6,36.3,33.3,66.4,-7.7,,,2014,,,,,,,,-2.3000000000000114,106.0,,0.0,Matt Matheny,0.0,0.9783834586466165,3.299999999999997,-0.8000000000000007,0.4582623509369676,1299.5399999999997,0.5517241379310345,,,,0.0,0
Evansville,MVC,31,12,103.6,105.9,0.4398,49.8,51.1,19.2,18.1,26.5,32.3,49.1,37.7,48.9,49.7,35.3,35.7,67.4,-10.6,,,2014,,,,,,,,-2.3000000000000114,106.0,,0.0,Marty Simmons,0.0,0.9782813975448535,-1.3000000000000043,-1.0999999999999979,0.45068027210884354,1733.23,0.3870967741935484,,,,1.0,0
FIU,CUSA,28,13,100.8,106.6,0.3441,48.5,49.4,20.4,18.2,33.2,33.7,42.9,37.5,49.1,49.0,31.3,33.5,66.7,-8.8,,,2014,,,,,,,,-5.799999999999997,106.0,,0.0,Anthony Evans,0.0,0.9455909943714822,-0.8999999999999986,-2.1999999999999993,0.4962630792227205,1342.77,0.4642857142857143,,,,0.0,0
Fairfield,MAAC,32,7,96.3,103.2,0.3118,46.0,47.1,21.8,16.6,30.5,29.1,34.6,58.6,43.6,45.3,33.3,34.6,66.4,-17.5,,,2014,,,,,,,,-6.900000000000006,106.0,,0.0,Sydney Johnson,0.0,0.9331395348837209,-1.1000000000000014,-5.199999999999999,0.511744966442953,1152.1799999999998,0.21875,,,,0.0,0
Fairleigh Dickinson,NEC,29,9,100.8,113.0,0.2119,47.7,51.2,17.6,18.4,30.3,38.1,35.7,47.8,45.0,49.0,35.0,37.0,66.6,-14.0,,,2014,,,,,,,,-12.200000000000005,106.0,,0.0,Greg Herenda,0.0,0.8920353982300885,-3.5,0.7999999999999972,0.44298245614035087,1249.5,0.3103448275862069,,,,0.0,0
Florida,SEC,39,36,115.9,88.4,0.9575,52.2,45.4,17.5,21.3,35.3,28.0,42.4,31.2,51.3,43.5,35.9,33.0,63.1,11.7,F4,1.0,2014,28.57,116.5,88.0,61.3,0.053,9.02,2.39,28.5488,3.0,0.0,0.0,Billy Donovan,1.1,1.3110859728506787,6.800000000000004,3.8000000000000007,0.5576619273301737,1522.1599999999999,0.9230769230769231,0.0,0.0,257.510176,3.0,1
Florida A&M,MEAC,30,12,93.9,108.1,0.1649,44.4,47.8,20.4,20.6,35.6,35.8,33.9,56.3,42.5,47.2,32.3,32.8,71.7,-13.6,,,2014,,,,,,,,-14.199999999999989,106.0,,0.0,Clemon Johnson,0.0,0.8686401480111009,-3.3999999999999986,0.20000000000000284,0.49859943977591037,1094.9699999999998,0.4,,,,1.0,0
Florida Atlantic,CUSA,30,8,101.2,106.9,0.347,47.7,47.7,19.5,16.7,33.3,34.0,36.2,41.4,46.9,46.6,32.7,33.7,65.0,-15.1,,,2014,,,,,,,,-5.700000000000003,106.0,,0.0,Mike Jarvis,0.0,0.9466791393826005,0.0,-2.8000000000000007,0.49479940564635955,1183.7400000000002,0.26666666666666666,,,,0.0,0
Florida Gulf Coast,ASun,33,20,99.2,100.8,0.4533,51.1,47.7,19.2,18.6,30.0,28.6,36.0,35.4,52.5,45.8,31.9,34.2,67.8,-7.4,,,2014,,,,,,,,-1.5999999999999943,106.0,,0.0,Joe Dooley,0.0,0.9841269841269842,3.3999999999999986,-0.5999999999999979,0.5119453924914675,1148.3999999999999,0.6060606060606061,,,,0.0,0
Florida St.,ACC,36,22,112.0,97.6,0.8301,51.7,45.4,21.3,18.9,34.5,35.7,45.6,36.2,49.7,43.5,38.0,32.9,67.2,1.4,,,2014,14.86,112.2,97.4,65.2,-0.005,9.31,2.05,14.862,38.0,,0.0,,0.0,1.1475409836065575,6.300000000000004,-2.400000000000002,0.49145299145299143,1732.8,0.6111111111111112,,,138.36522000000002,0.0,0
Fordham,A10,31,10,108.0,110.9,0.4232,45.0,52.5,16.4,18.0,35.4,35.6,33.4,42.3,44.5,51.9,30.6,35.7,69.3,-10.3,,,2014,,,,,,,,-2.9000000000000057,106.0,,0.0,Tom Pecora,0.0,0.9738503155996393,-7.5,1.6000000000000014,0.49859154929577465,1022.04,0.3225806451612903,,,,1.0,0
Fresno St.,MWC,37,19,110.7,103.9,0.6738,49.9,48.8,14.7,16.6,24.0,31.6,40.6,42.0,47.1,49.5,36.3,31.5,67.1,-5.8,,,2014,,,,,,,,6.799999999999997,106.0,,0.0,Rodney Terry,0.0,1.0654475457170356,1.1000000000000014,1.9000000000000021,0.4316546762589928,1473.78,0.5135135135135135,,,,0.0,0
Furman,SC,27,7,94.0,114.0,0.0977,48.8,52.5,20.9,16.1,26.5,34.9,40.6,29.9,48.9,51.0,32.4,37.0,65.2,-16.0,,,2014,,,,,,,,-20.0,106.0,,0.0,Niko Medved,0.0,0.8245614035087719,-3.700000000000003,-4.799999999999997,0.43159609120521175,1315.44,0.25925925925925924,,,,0.0,0
Gardner Webb,BSth,30,15,99.7,104.6,0.3651,47.6,50.8,17.9,20.0,33.2,31.5,41.2,38.7,47.2,51.2,32.5,33.2,66.8,-9.9,,,2014,,,,,,,,-4.8999999999999915,106.0,,0.0,Tim Craft,0.0,0.9531548757170173,-3.1999999999999957,2.1000000000000014,0.5131375579598145,1339.0,0.5,,,,1.0,0
George Mason,A10,31,11,106.3,102.4,0.6066,48.4,50.1,19.8,17.8,31.7,29.9,40.1,47.3,47.0,50.0,35.2,33.5,66.9,-9.4,,,2014,,,,,,,,3.899999999999991,106.0,,0.0,Paul Hewitt,0.0,1.0380859375,-1.7000000000000028,-2.0,0.5146103896103896,1411.5200000000002,0.3548387096774194,,,,0.0,0
George Washington,A10,33,24,110.2,96.8,0.8151,51.5,47.2,19.0,19.6,35.1,31.4,46.6,33.4,50.2,47.4,36.4,31.2,67.2,3.2,R64,11.0,2014,13.82,110.8,97.0,65.3,0.056,5.56,-0.08,13.7976,47.0,-1.0,0.0,,0.0,1.1384297520661157,4.299999999999997,0.6000000000000014,0.5278195488721805,1696.24,0.7272727272727273,-2.4849066497880004,-0.0,76.71465599999999,0.0,0
Georgetown,BE,33,18,114.3,100.0,0.8228,51.1,47.9,17.9,18.2,31.9,32.1,44.8,52.4,51.8,46.8,33.1,33.3,65.1,-1.6,,,2014,12.39,113.0,100.6,63.3,-0.023,8.32,2.53,12.3992,57.0,,0.0,John Thompson Iii,0.0,1.143,3.200000000000003,0.3000000000000007,0.4984375,1482.8799999999999,0.5454545454545454,,,103.16134400000001,0.0,0
Georgia,SEC,34,20,107.9,99.0,0.7275,48.9,45.9,20.0,16.0,35.3,29.8,54.1,43.4,47.5,44.8,34.9,31.9,64.5,-1.8,,,2014,9.4,109.0,99.6,62.8,0.033,5.06,-3.8,9.3868,78.0,,0.0,Mark Fox,0.0,1.08989898989899,3.0,-4.0,0.5422427035330262,1888.09,0.5882352941176471,,,47.49720799999999,1.0,0
Georgia Southern,SC,31,12,97.9,110.1,0.2072,48.8,51.8,17.9,18.1,30.3,30.3,36.9,32.8,48.4,51.5,33.0,34.9,66.7,-14.5,,,2014,,,,,,,,-12.199999999999989,106.0,,0.0,,0.0,0.8891916439600365,-3.0,0.20000000000000284,0.5,1217.7,0.3870967741935484,,,,0.0,0
Georgia St.,SB,32,23,114.0,104.3,0.736,53.1,49.6,11.9,20.1,24.9,34.1,38.8,36.0,51.1,48.3,38.0,34.3,66.0,-2.2,,,2014,11.28,115.6,104.3,64.3,-0.025,-2.18,-0.58,11.29,66.0,,0.0,Ron Hunter,0.0,1.093000958772771,3.5,8.200000000000001,0.4220338983050847,1474.3999999999999,0.71875,,,-24.6122,0.0,0
Georgia Tech,ACC,33,16,105.7,97.9,0.7082,47.8,47.4,18.4,15.4,32.7,28.5,34.4,37.9,48.0,46.2,31.5,33.2,66.2,-4.5,,,2014,,,,,,,,7.799999999999997,106.0,,0.0,Brian Gregory,0.0,1.079673135852911,0.3999999999999986,-2.9999999999999982,0.5343137254901961,1083.6,0.48484848484848486,,,,1.0,0
Gonzaga,WCC,35,28,113.6,93.3,0.9064,55.2,44.6,17.4,17.4,30.6,29.5,41.2,38.6,53.6,43.3,39.0,31.8,66.5,4.0,R32,8.0,2014,20.14,114.0,93.8,65.0,0.016,5.05,2.2,20.1336,24.0,2.0,0.0,Mark Few,-2.2,1.217577706323687,10.600000000000001,0.0,0.5091514143094842,1606.8000000000002,0.8,4.394449154672439,-4.4,101.67468000000001,3.0,1
Grambling St.,SWAC,27,4,94.5,122.4,0.0486,46.5,57.4,21.9,18.3,30.6,36.1,40.5,40.5,45.3,57.7,32.5,37.9,68.4,-19.3,,,2014,,,,,,,,-27.90000000000001,106.0,,0.0,Joseph Price,0.0,0.7720588235294117,-10.899999999999999,-3.599999999999998,0.4587706146926537,1316.25,0.14814814814814814,,,,0.0,0
Grand Canyon,WAC,27,12,104.5,111.5,0.3214,49.2,49.8,18.9,14.5,27.4,29.2,52.1,40.0,47.0,48.5,35.1,35.4,67.1,-8.7,,,2014,,,,,,,,-7.0,106.0,,0.0,Dan Majerle,0.0,0.9372197309417041,-0.5999999999999943,-4.399999999999999,0.4840989399293286,1828.71,0.4444444444444444,,,,0.0,0
Green Bay,Horz,28,21,106.5,98.3,0.7165,50.9,46.0,18.7,19.9,34.0,32.5,43.0,34.1,50.9,44.7,34.0,32.4,67.2,0.4,,,2014,10.77,108.7,98.0,65.5,0.037,0.11,3.19,10.7552,71.0,,0.0,,0.0,1.0834181078331637,4.899999999999999,1.1999999999999993,0.5112781954887218,1462.0,0.75,,,1.1830720000000001,0.0,0
Hampton,MEAC,30,17,95.5,101.0,0.3454,46.4,45.1,20.2,22.1,32.9,35.1,50.9,53.6,46.0,41.6,31.6,35.4,71.4,-8.4,,,2014,,,,,,,,-5.5,106.0,,0.0,Edward Joyner,0.0,0.9455445544554455,1.2999999999999972,1.9000000000000021,0.4838235294117647,1608.44,0.5666666666666667,,,,0.0,0
Hartford,AE,33,17,101.2,107.6,0.3317,54.2,51.3,21.7,20.4,24.0,32.0,38.9,41.3,52.4,51.2,37.6,34.3,63.8,-10.8,,,2014,,,,,,,,-6.3999999999999915,106.0,,0.0,John Gallagher,0.0,0.9405204460966543,2.9000000000000057,-1.3000000000000007,0.42857142857142855,1462.64,0.5151515151515151,,,,1.0,0
Harvard,Ivy,31,26,111.9,95.2,0.8641,52.1,46.2,17.6,21.1,32.3,29.3,48.4,36.3,49.7,44.9,38.6,32.7,65.5,2.2,R32,12.0,2014,17.58,112.9,95.3,64.1,0.02,0.13,0.98,17.572,32.0,4.0,0.0,Tommy Amaker,0.8,1.175420168067227,5.899999999999999,3.5,0.5243506493506493,1868.24,0.8387096774193549,10.259797429846147,3.2,2.28436,0.0,0
Hawaii,BW,29,18,109.9,107.5,0.5635,51.3,51.0,16.8,19.2,37.3,31.6,42.4,40.4,51.9,50.8,33.2,34.2,69.0,-6.3,,,2014,,,,,,,,2.4000000000000057,106.0,,0.0,Gib Arnold,0.0,1.022325581395349,0.29999999999999716,2.3999999999999986,0.5413642960812771,1407.68,0.6206896551724138,,,,0.0,0
High Point,BSth,29,14,105.8,111.3,0.3588,52.2,53.7,18.3,18.0,30.3,33.3,32.4,35.0,49.7,54.3,38.6,35.0,64.6,-8.8,,,2014,,,,,,,,-5.5,106.0,,0.0,Scott Cherry,0.0,0.9505840071877808,-1.5,-0.3000000000000007,0.4764150943396227,1250.64,0.4827586206896552,,,,0.0,0
Hofstra,CAA,33,10,105.0,112.2,0.3189,48.4,51.9,18.8,15.3,35.5,30.9,45.1,41.2,47.2,49.4,33.4,37.7,65.5,-16.0,,,2014,,,,,,,,-7.200000000000003,106.0,,0.0,Joe Mihalich,0.0,0.9358288770053476,-3.5,-3.5,0.5346385542168675,1506.34,0.30303030303030304,,,,1.0,0
Holy Cross,Pat,34,20,104.2,102.3,0.552,49.0,49.9,18.2,18.8,29.8,27.5,39.4,30.2,46.9,47.0,35.3,37.4,64.7,-6.4,,,2014,,,,,,,,1.9000000000000057,106.0,,0.0,Milan Brown,0.0,1.018572825024438,-0.8999999999999986,0.6000000000000014,0.5200698080279232,1390.82,0.5882352941176471,,,,1.0,0
Houston,Amer,33,17,110.7,107.9,0.5731,51.2,50.1,18.9,16.4,31.6,34.0,38.2,34.6,49.5,49.0,36.7,34.9,67.3,-4.5,,,2014,,,,,,,,2.799999999999997,106.0,,0.0,James Dickey,0.0,1.025949953660797,1.1000000000000014,-2.5,0.48170731707317077,1401.9400000000003,0.5151515151515151,,,,1.0,0
Houston Baptist,Slnd,29,4,91.5,111.1,0.0968,46.3,50.9,22.4,16.4,30.6,33.6,39.5,43.2,44.8,51.0,33.7,33.7,69.5,-19.7,,,2014,,,,,,,,-19.59999999999999,106.0,,0.0,Ron Cottrell,0.0,0.8235823582358236,-4.600000000000001,-6.0,0.4766355140186916,1331.15,0.13793103448275862,,,,0.0,0
Howard,MEAC,31,6,87.6,105.8,0.1017,42.1,49.9,24.0,21.3,31.8,36.3,49.3,54.4,38.9,49.8,32.9,33.4,67.6,-19.0,,,2014,,,,,,,,-18.200000000000003,106.0,,0.0,Kevin Nickelberry,0.0,0.8279773156899811,-7.799999999999997,-2.6999999999999993,0.46696035242290757,1621.9699999999998,0.1935483870967742,,,,1.0,0
IPFW,Sum,33,22,109.7,107.5,0.5582,55.3,52.1,18.7,17.8,32.1,27.5,41.7,32.2,54.0,52.0,38.4,34.8,67.5,-4.3,,,2014,,,,,,,,2.200000000000003,106.0,,0.0,,0.0,1.0204651162790699,3.1999999999999957,-0.8999999999999986,0.5385906040268457,1601.28,0.6666666666666666,,,,0.0,0
IUPUI,Sum,29,3,96.7,113.9,0.1322,46.5,54.1,17.2,15.3,22.7,31.9,32.6,33.2,46.8,53.6,30.4,37.0,66.3,-19.8,,,2014,,,,,,,,-17.200000000000003,106.0,,0.0,Todd Howard,0.0,0.848990342405619,-7.600000000000001,-1.8999999999999986,0.4157509157509158,991.04,0.10344827586206896,,,,0.0,0
Idaho,WAC,33,15,104.9,112.0,0.3201,50.3,51.5,16.9,15.1,30.7,30.8,44.8,41.2,48.7,52.0,35.6,33.7,67.3,-12.6,,,2014,,,,,,,,-7.099999999999994,106.0,,0.0,Don Verlin,0.0,0.9366071428571429,-1.2000000000000028,-1.799999999999999,0.49918699186991866,1594.8799999999999,0.45454545454545453,,,,2.0,0
Idaho St.,BSky,27,9,103.1,112.0,0.2793,49.4,53.9,18.9,19.2,35.4,31.8,45.4,35.3,47.8,50.7,35.6,38.7,64.6,-13.4,,,2014,,,,,,,,-8.900000000000006,106.0,,0.0,Bill Evans,0.0,0.9205357142857142,-4.5,0.3000000000000007,0.5267857142857142,1616.24,0.3333333333333333,,,,0.0,0
Illinois,B10,35,20,105.4,93.1,0.8065,46.5,48.1,16.5,18.7,31.2,29.3,31.2,32.2,45.9,46.3,31.7,34.3,63.1,0.3,,,2014,13.1,106.5,93.4,61.2,0.007,9.4,-3.73,13.0972,53.0,,0.0,John Groce,0.0,1.1321160042964555,-1.6000000000000014,2.1999999999999993,0.515702479338843,989.04,0.5714285714285714,,,123.11368000000002,1.0,0
Illinois Chicago,Horz,29,4,101.3,108.1,0.3208,46.1,53.1,19.0,16.6,30.4,28.1,39.2,49.9,44.8,51.4,32.6,37.8,66.4,-18.3,,,2014,,,,,,,,-6.799999999999997,106.0,,0.0,Howard Moore,0.0,0.937095282146161,-7.0,-2.3999999999999986,0.5196581196581196,1277.92,0.13793103448275862,,,,0.0,0
Illinois St.,MVC,33,17,101.3,99.7,0.5453,46.9,48.8,18.0,20.2,26.9,30.5,40.7,42.3,47.5,46.2,30.8,35.4,68.5,-7.0,,,2014,,,,,,,,1.5999999999999943,106.0,,0.0,,0.0,1.0160481444332998,-1.8999999999999986,2.1999999999999993,0.4686411149825784,1253.5600000000002,0.5151515151515151,,,,0.0,0
Incarnate Word,Slnd,15,9,101.3,111.5,0.2483,52.3,51.0,18.4,19.5,31.2,30.0,41.3,41.5,50.6,46.2,37.1,41.9,69.6,-4.5,,,2014,,,,,,,,-10.200000000000005,106.0,,0.0,Ken Burmeister,0.0,0.9085201793721973,1.2999999999999972,1.1000000000000014,0.5098039215686274,1532.23,0.6,,,,0.0,0
Indiana,B10,32,17,108.4,94.7,0.8246,49.9,46.2,21.8,17.8,37.2,28.0,45.3,35.5,49.1,46.8,34.4,29.9,69.5,-2.1,,,2014,11.55,107.8,96.2,67.1,-0.069,7.01,-8.47,11.5776,63.0,,0.0,Tom Crean,0.0,1.1446673706441395,3.6999999999999957,-4.0,0.5705521472392638,1558.32,0.53125,,,81.158976,0.0,0
Indiana St.,MVC,32,21,105.6,101.0,0.6269,50.4,49.0,17.2,17.6,27.0,28.0,43.3,43.7,49.8,47.3,34.3,35.0,66.7,-1.6,,,2014,,,,,,,,4.599999999999994,106.0,,0.0,,0.0,1.0455445544554456,1.3999999999999986,0.40000000000000213,0.4909090909090909,1485.1899999999998,0.65625,,,,0.0,0
Iona,MAAC,33,22,118.0,107.8,0.7391,57.4,50.6,14.8,16.7,26.1,35.6,38.0,29.4,55.8,50.4,39.6,34.1,70.3,-2.5,,,2014,10.14,118.6,108.5,68.6,-0.024,0.89,8.19,10.1496,76.0,,0.0,Tim Cluess,0.0,1.0946196660482375,6.799999999999997,1.8999999999999986,0.42301458670988656,1504.8,0.6666666666666666,,,9.033144,2.0,0
